composition,band_gap,minimum Number,maximum Number,range Number,mean Number,avg_dev Number,mode Number,minimum MendeleevNumber,maximum MendeleevNumber,range MendeleevNumber,mean MendeleevNumber,avg_dev MendeleevNumber,maximum AtomicWeight,range AtomicWeight,mean AtomicWeight,avg_dev AtomicWeight,mode AtomicWeight,maximum MeltingT,range MeltingT,mean MeltingT,avg_dev MeltingT,mode MeltingT,range Column,mean Column,avg_dev Column,mean Row,avg_dev Row,minimum CovalentRadius,maximum CovalentRadius,range CovalentRadius,mean CovalentRadius,avg_dev CovalentRadius,mode CovalentRadius,minimum Electronegativity,maximum Electronegativity,range Electronegativity,mean Electronegativity,avg_dev Electronegativity,mode Electronegativity,mean NsValence,avg_dev NsValence,mean NpValence,avg_dev NpValence,range NdValence,mean NdValence,avg_dev NdValence,mean NfValence,avg_dev NfValence,maximum NValence,range NValence,mean NValence,avg_dev NValence,mean NsUnfilled,avg_dev NsUnfilled,mean NpUnfilled,avg_dev NpUnfilled,range NdUnfilled,mean NdUnfilled,avg_dev NdUnfilled,maximum NfUnfilled,range NfUnfilled,mean NfUnfilled,maximum NUnfilled,range NUnfilled,mean NUnfilled,avg_dev NUnfilled,minimum GSvolume_pa,maximum GSvolume_pa,range GSvolume_pa,mean GSvolume_pa,avg_dev GSvolume_pa,mean GSbandgap,avg_dev GSbandgap,mean GSmagmom,avg_dev GSmagmom,range SpaceGroupNumber,mean SpaceGroupNumber,avg_dev SpaceGroupNumber
Cd1In1,0.6,48.0,49.0,1.0,48.5,0.5,48.0,70.0,75.0,5.0,72.5,2.5,114.818,2.4069999999999965,113.6145,1.2034999999999982,112.411,594.22,164.47000000000003,511.985,82.23500000000001,429.75,1.0,12.5,0.5,5.0,0.0,142.0,144.0,2.0,143.0,1.0,142.0,1.69,1.78,0.09,1.735,0.045,1.69,2.0,0.0,0.5,0.5,0.0,10.0,0.0,0.0,0.0,13.0,1.0,12.5,0.5,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,2.5,19.495,24.26,4.765000000000001,21.8775,2.3825000000000003,0.0,0.0,0.0,0.0,55.0,166.5,27.5
Ba2In1Gd1Te5,1.36,49.0,64.0,15.0,53.888888888888886,3.185185185185184,52.0,9.0,90.0,81.0,63.333333333333336,32.22222222222222,157.25,42.432,131.63577777777778,8.221481481481483,127.6,1586.0,1156.25,847.6722222222221,231.77407407407404,722.66,14.0,11.11111111111111,5.851851851851852,5.333333333333333,0.4444444444444443,138.0,215.0,77.0,162.0,31.11111111111111,138.0,0.89,2.1,1.21,1.6955555555555557,0.4681481481481482,2.1,2.0,0.0,2.333333333333333,1.851851851851852,10.0,6.777777777777778,4.296296296296297,0.7777777777777778,1.382716049382716,16.0,14.0,11.88888888888889,4.814814814814814,0.0,0.0,1.6666666666666667,1.111111111111111,9.0,1.0,1.7777777777777777,7.0,7.0,0.7777777777777778,16.0,16.0,3.4444444444444446,3.135802469135802,24.26,63.59,39.33,39.70074074072223,10.617448559679016,0.2577777777777778,0.2291358024691357,0.0,0.0,90.0,172.33333333333334,30.0
Rb3Ta2As1S11,2.21,16.0,73.0,57.0,27.41176470588235,14.768166089965398,16.0,4.0,88.0,84.0,68.23529411764706,27.432525951557096,180.94788,148.88288,61.52563294117648,38.12552498269897,32.065,3290.0,2977.54,757.6082352941177,634.9617993079585,388.36,15.0,12.0,5.529411764705882,3.764705882352941,0.9896193771626296,105.0,220.0,115.0,133.76470588235293,38.96193771626297,105.0,0.82,2.58,1.7600000000000002,2.118823529411765,0.6040138408304498,2.58,1.8235294117647056,0.2906574394463668,2.764705882352941,1.626297577854671,10.0,0.9411764705882352,1.5501730103806228,1.6470588235294117,2.906574394463668,19.0,18.0,7.176470588235294,3.70242214532872,0.1764705882352941,0.2906574394463668,1.4705882352941178,0.8650519031141868,7.0,0.8235294117647058,1.453287197231834,0.0,0.0,0.0,7.0,6.0,2.4705882352941178,1.1280276816608998,18.12,90.7225,72.60249999999999,36.13165441176472,19.267357266436,1.4248235294117648,1.005757785467128,0.0,0.0,159.0,122.41176470588236,67.82698961937716
Hg1In2Te4,1.25,49.0,80.0,31.0,55.142857142857146,7.102040816326533,52.0,71.0,90.0,19.0,83.0,8.0,200.59,85.772,134.37514285714286,18.918530612244904,127.6,722.66,488.34,569.2085714285714,175.37306122448976,722.66,4.0,14.571428571428571,1.6326530612244898,5.142857142857143,0.2448979591836737,132.0,142.0,10.0,138.28571428571428,2.1224489795918333,138.0,1.78,2.1,0.32,1.9942857142857144,0.1224489795918367,2.1,2.0,0.0,2.571428571428572,1.6326530612244898,0.0,10.0,0.0,2.0,3.4285714285714284,26.0,13.0,16.571428571428573,2.6938775510204094,0.0,0.0,2.571428571428572,1.3877551020408163,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.571428571428572,1.3877551020408163,24.26,34.7633333333,10.503333333299995,30.4015599343,4.984883884571427,0.2651428571428572,0.227265306122449,0.0,0.0,27.0,150.28571428571428,6.448979591836738
Fe1Si2,0.95,14.0,26.0,12.0,18.0,5.333333333333333,14.0,55.0,78.0,23.0,70.33333333333333,10.222222222222223,55.845,27.7595,37.33866666666666,12.337555555555554,28.0855,1811.0,124.0,1728.3333333333333,55.111111111111086,1687.0,6.0,12.0,2.6666666666666665,3.333333333333333,0.4444444444444445,111.0,132.0,21.0,118.0,9.333333333333334,111.0,1.83,1.9,0.0699999999999998,1.8766666666666667,0.031111111111111,1.9,2.0,0.0,1.3333333333333333,0.888888888888889,6.0,2.0,2.6666666666666665,0.0,0.0,8.0,4.0,5.333333333333333,1.7777777777777777,0.0,0.0,2.6666666666666665,1.777777777777778,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,0.0,4.0,0.0,4.0,0.0,10.73,20.44,9.71,17.203333333333333,4.315555555555556,0.5153333333333333,0.3435555555555556,0.7035542666666667,0.9380723555555556,2.0,227.66666666666663,0.8888888888888857
Ba1In2Se4,2.63,34.0,56.0,22.0,41.42857142857143,8.489795918367347,34.0,9.0,89.0,80.0,73.57142857142857,18.44897959183674,137.327,58.367,97.5432857142857,21.23804081632653,78.96,1000.0,570.25,547.9285714285714,129.16326530612247,494.0,14.0,13.142857142857142,3.26530612244898,4.571428571428571,0.6530612244897959,120.0,215.0,95.0,139.85714285714286,22.69387755102041,120.0,0.89,2.55,1.6599999999999997,2.0928571428571425,0.5224489795918367,2.55,2.0,0.0,2.571428571428572,1.6326530612244898,10.0,8.571428571428571,2.448979591836735,0.0,0.0,16.0,14.0,13.142857142857142,3.26530612244898,0.0,0.0,2.571428571428572,1.3877551020408163,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.571428571428572,1.3877551020408163,24.26,63.59,39.33,30.82714285714286,9.360816326530612,0.4565714285714286,0.3913469387755102,0.0,0.0,215.0,80.42857142857143,75.91836734693877
Ag2O1,1.5,8.0,47.0,39.0,34.0,17.333333333333332,47.0,65.0,87.0,22.0,72.33333333333333,9.777777777777777,107.8682,91.8688,77.24526666666667,40.83057777777778,107.8682,1234.93,1180.13,841.5533333333334,524.5022222222223,1234.93,5.0,12.666666666666666,2.222222222222222,4.0,1.3333333333333333,66.0,145.0,79.0,118.66666666666669,35.11111111111111,145.0,1.93,3.44,1.51,2.433333333333333,0.6711111111111111,1.93,1.3333333333333333,0.4444444444444444,1.3333333333333333,1.777777777777778,10.0,6.666666666666667,4.444444444444444,0.0,0.0,11.0,5.0,9.333333333333334,2.222222222222222,0.6666666666666666,0.4444444444444445,0.6666666666666666,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.3333333333333333,0.4444444444444444,9.105,16.33,7.224999999999998,13.921666666666669,3.21111111111111,0.0,0.0,0.0,0.0,213.0,154.0,94.66666666666669
Tl1Br1,2.65,35.0,81.0,46.0,58.0,23.0,35.0,76.0,95.0,19.0,85.5,9.5,204.3833,124.4793,142.14364999999998,62.23965,79.904,577.0,311.2,421.4,155.6,265.8,4.0,15.0,2.0,5.0,1.0,120.0,145.0,25.0,132.5,12.5,120.0,1.62,2.96,1.34,2.29,0.6699999999999999,1.62,2.0,0.0,3.0,2.0,0.0,10.0,0.0,7.0,7.0,27.0,10.0,22.0,5.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,2.0,26.91,29.48,2.5700000000000003,28.195,1.285,0.7285,0.7285,0.0,0.0,130.0,129.0,65.0
As1S1I1,2.05,16.0,53.0,37.0,34.0,12.666666666666666,16.0,84.0,96.0,12.0,89.33333333333333,4.444444444444443,126.90447,94.83947,77.96369,32.62718666666667,32.065,1090.0,703.15,621.7366666666667,312.17555555555555,386.85,2.0,16.0,0.6666666666666666,4.0,0.6666666666666666,105.0,139.0,34.0,121.0,12.0,105.0,2.18,2.66,0.48,2.473333333333333,0.1955555555555556,2.18,2.0,0.0,4.0,0.6666666666666666,10.0,6.666666666666667,4.444444444444444,0.0,0.0,17.0,11.0,12.666666666666666,4.444444444444445,0.0,0.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.6666666666666666,22.175,43.015,20.84,30.325625,8.459583333333335,1.088,0.7426666666666666,0.0,0.0,102.0,100.0,44.0
Ca1Ta1O2N1,2.4,7.0,73.0,66.0,23.2,19.92,8.0,7.0,87.0,80.0,62.2,27.76,180.94788,166.94118,53.406276000000005,51.0166416,15.9994,3290.0,3235.2,915.53,1029.576,54.8,14.0,10.8,5.84,3.2,1.44,66.0,176.0,110.0,109.8,50.56,66.0,1.0,3.44,2.44,2.4839999999999995,0.9872,3.44,2.0,0.0,2.2,1.7600000000000002,3.0,0.6,0.96,2.8,4.48,19.0,17.0,7.6,4.56,0.0,0.0,1.4,1.12,7.0,1.4,2.24,0.0,0.0,0.0,7.0,7.0,2.8,1.7600000000000002,9.105,37.77,28.665000000000003,17.77375,8.137,1.2874,2.0598400000000003,0.0,0.0,217.0,134.4,97.92
Pb0.999Sn0.001Te1,0.18,50.0,82.0,32.0,66.98400000000001,15.000984,52.0,80.0,90.0,10.0,85.4995,4.500500000000001,207.2,88.49,167.355755,39.804400755,127.6,722.66,217.58,661.587235,61.072764999999976,722.66,2.0,15.0,1.0,5.499499999999999,0.4999995,138.0,146.0,8.0,141.99650000000003,3.9994965,138.0,1.96,2.33,0.3700000000000001,2.214815,0.1150698149999999,2.1,2.0,0.0,3.0,1.0,0.0,10.0,0.0,6.993,6.999993,28.0,14.0,21.993,6.000992999999999,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,28.11,34.7633333333,6.653333333299997,31.439254166649995,3.325924912483349,0.232,0.232,0.0,0.0,84.0,188.458,36.505458
Na1Sb1,0.82,11.0,51.0,40.0,31.0,20.0,11.0,2.0,85.0,83.0,43.5,41.5,121.76,98.77023072,72.37488464,49.38511536,22.98976928,903.78,532.91,637.325,266.455,370.87,14.0,8.0,7.0,4.0,1.0,139.0,166.0,27.0,152.5,13.5,139.0,0.93,2.05,1.1199999999999997,1.49,0.5599999999999998,0.93,1.5,0.5,1.5,1.5,10.0,5.0,5.0,0.0,0.0,15.0,14.0,8.0,7.0,0.5,0.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,29.2433333333,31.56,2.316666666699998,30.40166666665,1.158333333349999,0.0,0.0,0.0,0.0,63.0,197.5,31.5
Na1As1Se2,1.46,11.0,34.0,23.0,28.0,8.5,34.0,2.0,89.0,87.0,66.0,32.0,78.96,55.97023071999999,63.95784232,20.48403652,78.96,1090.0,719.13,612.2175,238.89125,494.0,15.0,12.0,5.5,3.75,0.375,119.0,166.0,47.0,131.25,17.375,120.0,0.93,2.55,1.6199999999999997,2.0525,0.5612499999999998,2.55,1.75,0.375,2.75,1.375,10.0,7.5,3.75,0.0,0.0,16.0,15.0,12.0,5.5,0.25,0.375,1.75,0.875,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.5,22.175,29.2433333333,7.0683333333,25.814583333325,1.8197916666625007,0.3995,0.3995,0.0,0.0,215.0,105.75,91.75
Ag1As1S2,2.14,16.0,47.0,31.0,28.0,12.0,16.0,65.0,88.0,23.0,81.25,8.125,107.8682,75.8032,61.72995,29.66495,32.065,1234.93,846.57,775.4125000000001,387.0525,388.36,5.0,14.5,1.75,3.75,0.75,105.0,145.0,40.0,118.5,13.5,105.0,1.93,2.58,0.6500000000000001,2.3175,0.2625,2.58,1.75,0.375,2.75,1.375,10.0,5.0,5.0,0.0,0.0,15.0,9.0,9.5,3.5,0.25,0.375,1.75,0.875,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.5,16.33,25.786875,9.456875,22.5196875,3.2671874999999995,1.101,1.101,0.0,0.0,155.0,132.75,62.75
K3Bi2I9,2.1,19.0,83.0,64.0,50.0,13.285714285714286,53.0,3.0,96.0,93.0,74.64285714285714,30.704081632653065,208.9804,169.8821,119.813995,34.592440714285715,126.90447,544.4,207.87,398.57428571428574,41.66448979591837,386.85,16.0,13.285714285714286,5.2653061224489806,4.928571428571429,0.3979591836734692,139.0,203.0,64.0,154.0,21.0,139.0,0.82,2.66,1.8400000000000003,2.1742857142857144,0.6244897959183674,2.66,1.7857142857142858,0.3367346938775509,3.642857142857143,1.7448979591836735,10.0,7.857142857142857,3.3673469387755097,2.0,3.4285714285714284,29.0,28.0,15.285714285714286,6.122448979591836,0.2142857142857142,0.3367346938775509,1.0714285714285714,0.5510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.2857142857142858,0.489795918367347,32.95,73.1066666667,40.15666666669999,48.02535714286428,10.749132653072442,0.6827142857142857,0.4876530612244898,0.0,0.0,217.0,91.92857142857144,58.74489795918368
Er1Te1,0.9,52.0,68.0,16.0,60.0,8.0,52.0,35.0,90.0,55.0,62.5,27.5,167.259,39.65899999999999,147.4295,19.8295,127.6,1770.0,1047.34,1246.33,523.6700000000001,722.66,13.0,9.5,6.5,5.5,0.5,138.0,189.0,51.0,163.5,25.5,138.0,1.24,2.1,0.8600000000000001,1.67,0.43,1.24,2.0,0.0,2.0,2.0,10.0,5.0,5.0,6.0,6.0,16.0,2.0,15.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,30.585,34.7633333333,4.178333333299996,32.674166666649995,2.089166666649998,0.232,0.232,0.0,0.0,42.0,173.0,21.0
Na2Zn1Sn2S6,2.93,11.0,50.0,39.0,22.545454545454547,11.338842975206612,16.0,2.0,88.0,86.0,69.18181818181819,24.46280991735537,118.71,95.72023072,49.19723077818182,28.219692302809914,32.065,692.68,321.80999999999995,434.0672727272727,72.84330578512396,388.36,15.0,12.545454545454543,4.297520661157025,3.4545454545454546,0.6611570247933884,105.0,166.0,61.0,123.8181818181818,20.859504132231404,105.0,0.93,2.58,1.65,2.0827272727272725,0.5424793388429753,2.58,1.818181818181818,0.2975206611570248,2.5454545454545454,1.586776859504132,10.0,2.727272727272727,3.966942148760331,0.0,0.0,14.0,13.0,7.090909090909091,3.40495867768595,0.1818181818181818,0.2975206611570247,1.818181818181818,0.9917355371900826,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.7272727272727273,13.96,33.285,19.325,26.703446969690905,3.316887052333884,1.201090909090909,1.091900826446281,0.0,0.0,159.0,123.0909090909091,57.91735537190083
Ca2Sn1,0.9,20.0,50.0,30.0,30.0,13.333333333333334,20.0,7.0,80.0,73.0,31.33333333333333,32.44444444444445,118.71,78.63199999999999,66.28866666666666,34.947555555555546,40.078,1115.0,609.9200000000001,911.6933333333332,271.0755555555556,1115.0,12.0,6.0,5.333333333333333,4.333333333333333,0.4444444444444443,139.0,176.0,37.0,163.66666666666666,16.444444444444446,176.0,1.0,1.96,0.96,1.32,0.4266666666666667,1.0,2.0,0.0,0.6666666666666666,0.888888888888889,10.0,3.333333333333333,4.444444444444444,0.0,0.0,14.0,12.0,6.0,5.333333333333333,0.0,0.0,1.3333333333333333,1.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,33.285,37.77,4.485000000000007,36.275,1.993333333333337,0.0,0.0,0.0,0.0,84.0,197.0,37.333333333333336
Cu2Zn1Si1Se4,2.33,14.0,34.0,20.0,29.75,4.3125,34.0,64.0,89.0,25.0,78.875,10.125,78.96,50.8745,67.04968749999999,11.910312499999998,78.96,1687.0,1193.0,883.9024999999999,437.708125,494.0,5.0,14.0,2.0,3.875,0.21875,111.0,132.0,21.0,122.125,4.9375,120.0,1.65,2.55,0.8999999999999999,2.19375,0.3562499999999999,2.55,1.75,0.375,2.25,1.75,10.0,8.75,2.1875,0.0,0.0,16.0,12.0,12.75,3.25,0.25,0.375,1.5,1.125,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.75,0.8125,11.07,25.92,14.85,20.027500000000003,5.995625,0.496125,0.37209375,0.0,0.0,213.0,115.875,101.875
Sm2Te3,0.7,52.0,62.0,10.0,56.0,4.8,52.0,23.0,90.0,67.0,63.2,32.160000000000004,150.36,22.76000000000002,136.704,10.92480000000001,127.6,1345.0,622.34,971.596,298.7232,722.66,13.0,10.8,6.24,5.4,0.4800000000000001,138.0,198.0,60.0,162.0,28.8,138.0,1.17,2.1,0.9300000000000002,1.7280000000000002,0.4464,2.1,2.0,0.0,2.4,1.9200000000000004,10.0,6.0,4.8,2.4,2.88,16.0,8.0,12.8,3.84,0.0,0.0,1.2,0.9600000000000002,0.0,0.0,0.0,8.0,8.0,3.2,8.0,6.0,4.4,2.88,33.23,34.7633333333,1.5333333333,34.14999999998,0.7359999999839999,0.2784,0.2227199999999999,0.0,0.0,14.0,157.6,6.719999999999999
Sn1Ge1,0.4,32.0,50.0,18.0,41.0,9.0,32.0,79.0,80.0,1.0,79.5,0.5,118.71,46.06999999999999,95.675,23.035,72.64,1211.4,706.3200000000002,858.24,353.1600000000001,505.08,0.0,14.0,0.0,4.5,0.5,120.0,139.0,19.0,129.5,9.5,120.0,1.96,2.01,0.0499999999999998,1.985,0.0249999999999999,1.96,2.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,23.005,33.285,10.279999999999998,28.145,5.139999999999999,0.1915,0.1915,0.0,0.0,84.0,183.0,42.0
Mg2Sn1,0.3,12.0,50.0,38.0,24.666666666666668,16.88888888888889,12.0,68.0,80.0,12.0,72.0,5.333333333333333,118.71,94.405,55.77333333333333,41.95777777777778,24.305,923.0,417.92,783.6933333333333,185.74222222222224,923.0,12.0,6.0,5.333333333333333,3.6666666666666665,0.8888888888888888,139.0,141.0,2.0,140.33333333333334,0.8888888888888857,141.0,1.31,1.96,0.6499999999999999,1.5266666666666666,0.2888888888888888,1.31,2.0,0.0,0.6666666666666666,0.888888888888889,10.0,3.333333333333333,4.444444444444444,0.0,0.0,14.0,12.0,6.0,5.333333333333333,0.0,0.0,1.3333333333333333,1.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,22.89,33.285,10.394999999999996,26.355,4.619999999999998,0.0,0.0,0.0,0.0,53.0,176.33333333333334,23.55555555555556
Zn0.43Cd0.57Se1,2.8,30.0,48.0,18.0,37.13,6.195899999999997,34.0,69.0,89.0,20.0,79.285,9.715,112.411,47.031000000000006,85.573835,15.297184050000006,78.96,692.68,198.67999999999995,565.2789,71.2789,494.0,4.0,14.0,2.0,4.285,0.40755,120.0,144.0,24.0,127.27,9.536099999999998,120.0,1.65,2.55,0.8999999999999999,2.1114,0.4385999999999999,2.55,2.0,0.0,2.0,2.0,0.0,10.0,0.0,0.0,0.0,16.0,4.0,14.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,13.96,25.92,11.96,21.517475,4.402525000000001,0.3995,0.3994999999999999,0.0,0.0,180.0,104.0,90.0
Tl1S2,1.8,16.0,81.0,65.0,37.66666666666666,28.88888888888889,16.0,76.0,88.0,12.0,84.0,5.333333333333333,204.3833,172.3183,89.50443333333332,76.5859111111111,32.065,577.0,188.64,451.24,83.83999999999999,388.36,3.0,15.0,1.3333333333333333,4.0,1.3333333333333333,105.0,145.0,40.0,118.33333333333331,17.777777777777775,105.0,1.62,2.58,0.96,2.26,0.4266666666666666,2.58,2.0,0.0,3.0,1.3333333333333333,10.0,3.333333333333333,4.444444444444444,4.666666666666667,6.222222222222221,27.0,21.0,13.0,9.333333333333334,0.0,0.0,3.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,1.3333333333333333,25.786875,26.91,1.1231250000000017,26.16125,0.4991666666666674,1.468,0.9786666666666668,0.0,0.0,124.0,111.33333333333331,55.11111111111111
Zr1Se2,2.0,34.0,40.0,6.0,36.0,2.6666666666666665,34.0,44.0,89.0,45.0,74.0,20.0,91.224,12.26400000000001,83.048,5.450666666666673,78.96,2128.0,1634.0,1038.6666666666667,726.2222222222223,494.0,12.0,12.0,5.333333333333333,4.333333333333333,0.4444444444444443,120.0,175.0,55.0,138.33333333333334,24.444444444444446,120.0,1.33,2.55,1.2199999999999998,2.143333333333333,0.5422222222222222,2.55,2.0,0.0,2.6666666666666665,1.777777777777778,8.0,7.333333333333333,3.555555555555556,0.0,0.0,16.0,12.0,12.0,5.333333333333333,0.0,0.0,1.3333333333333333,0.888888888888889,8.0,2.6666666666666665,3.555555555555556,0.0,0.0,0.0,8.0,6.0,4.0,2.6666666666666665,23.195,25.92,2.7250000000000014,25.011666666666667,1.211111111111112,0.5326666666666667,0.3551111111111111,0.0,0.0,180.0,74.0,80.0
La2Ni1V1O6,0.45,8.0,57.0,49.0,21.3,15.960000000000004,8.0,13.0,87.0,74.0,65.5,25.8,138.90547,122.90607,48.344224,38.813788800000005,15.9994,2183.0,2128.2,662.58,729.336,54.8,13.0,11.7,5.16,3.2,1.44,66.0,207.0,141.0,108.7,51.24000000000001,66.0,1.1,3.44,2.34,2.6380000000000003,0.9624,3.44,2.0,0.0,2.4,1.9200000000000004,8.0,1.3,1.6800000000000002,0.0,0.0,10.0,7.0,5.7,1.2199999999999998,0.0,0.0,1.2,0.9600000000000002,9.0,2.7,3.3800000000000003,0.0,0.0,0.0,9.0,7.0,3.9,2.66,9.105,36.8975,27.7925,15.175500000000005,8.6888,0.0,0.0,0.05953947,0.107171046,217.0,91.4,95.28
Cd1S1,2.58,16.0,48.0,32.0,32.0,16.0,16.0,70.0,88.0,18.0,79.0,9.0,112.411,80.346,72.238,40.173,32.065,594.22,205.86,491.29,102.93,388.36,4.0,14.0,2.0,4.0,1.0,105.0,144.0,39.0,124.5,19.5,105.0,1.69,2.58,0.8900000000000001,2.135,0.445,1.69,2.0,0.0,2.0,2.0,10.0,5.0,5.0,0.0,0.0,12.0,6.0,9.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,19.495,25.786875,6.291874999999997,22.6409375,3.1459374999999987,1.101,1.101,0.0,0.0,124.0,132.0,62.0
K2Pb1Ge2S6,2.85,16.0,82.0,66.0,25.454545454545453,12.661157024793386,16.0,3.0,88.0,85.0,70.27272727272727,24.462809917355376,207.2,175.135,56.64241818181818,33.19140826446281,32.065,1211.4,874.8700000000001,547.8754545454545,250.86975206611567,388.36,15.0,12.727272727272728,4.264462809917355,3.636363636363636,0.6942148760330579,105.0,203.0,98.0,129.27272727272728,29.85123966942149,105.0,0.82,2.58,1.7600000000000002,2.133636363636364,0.5226446280991738,2.58,1.818181818181818,0.2975206611570248,2.727272727272727,1.3884297520661155,10.0,2.727272727272727,3.966942148760331,1.2727272727272727,2.31404958677686,28.0,27.0,8.545454545454545,5.520661157024793,0.1818181818181818,0.2975206611570247,2.1818181818181817,0.9917355371900826,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.363636363636364,0.8925619834710744,23.005,73.1066666667,50.1016666667,34.09587121212727,14.185743801662808,1.2707272727272727,1.0159338842975207,0.0,0.0,159.0,141.1818181818182,77.65289256198348
Rb4Ge1P4Se12,2.0,15.0,37.0,22.0,30.857142857142858,6.040816326530612,34.0,4.0,89.0,85.0,71.19047619047619,25.596371882086167,85.4678,54.494038,70.75839276190476,15.156049814058957,78.96,1211.4,898.94,459.9257142857142,110.51102040816328,494.0,15.0,12.857142857142858,4.517006802721088,4.0,0.3809523809523809,107.0,220.0,113.0,136.57142857142858,31.782312925170075,120.0,0.82,2.55,1.73,2.126190476190476,0.5086621315192743,2.55,1.809523809523809,0.3083900226757369,2.952380952380953,1.2154195011337867,10.0,6.190476190476191,4.716553287981859,0.0,0.0,16.0,15.0,10.952380952380953,6.058956916099773,0.1904761904761904,0.3083900226757369,1.9047619047619049,0.7256235827664399,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.095238095238096,0.526077097505669,22.5702380952,90.7225,68.1522619048,37.48647392289524,20.28039088651609,0.7843333333333333,0.337015873015873,0.0,0.0,227.0,62.71428571428572,78.80272108843536
Ge0.02Si0.98,1.08,14.0,32.0,18.0,14.36,0.7055999999999994,14.0,78.0,79.0,1.0,78.02,0.0391999999999961,72.64,44.5545,28.97659,1.7465363999999983,28.0855,1687.0,475.5999999999999,1677.488,18.643519999999945,1687.0,0.0,13.999999999999998,1.7763568394002505e-15,3.02,0.0392,111.0,120.0,9.0,111.18,0.3528000000000065,111.0,1.9,2.01,0.1099999999999998,1.9022,0.0043119999999999,1.9,2.0,0.0,2.0,0.0,10.0,0.2,0.392,0.0,0.0,14.0,10.0,4.2,0.3920000000000002,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,20.44,23.005,2.5649999999999977,20.491300000000003,0.1005480000000011,0.7652,0.015288,0.0,0.0,2.0,226.96,0.0783999999999923
Cd4As2Br3,1.88,33.0,48.0,15.0,40.333333333333336,6.814814814814815,48.0,70.0,95.0,25.0,81.44444444444444,10.17283950617284,112.411,37.4894,93.24435555555556,17.037017283950618,112.411,1090.0,824.2,594.9200000000001,220.0355555555556,594.22,5.0,14.333333333333334,2.074074074074074,4.444444444444445,0.4938271604938272,119.0,144.0,25.0,130.44444444444446,12.049382716049385,144.0,1.69,2.96,1.27,2.2222222222222223,0.4918518518518519,1.69,2.0,0.0,2.333333333333333,2.0740740740740744,0.0,10.0,0.0,0.0,0.0,17.0,5.0,14.333333333333334,2.074074074074074,0.0,0.0,1.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.8888888888888888,19.495,29.48,9.985,23.41888888888889,4.040740740740741,0.4856666666666667,0.6475555555555556,0.0,0.0,130.0,144.44444444444446,53.629629629629626
Pb1Bi1O2Cl1,2.45,8.0,83.0,75.0,39.6,34.32,8.0,81.0,94.0,13.0,87.0,2.8,208.9804,192.981,96.72644,89.091008,15.9994,600.61,545.8100000000001,285.242,229.8104,54.8,3.0,15.6,0.8800000000000001,3.8,1.7600000000000002,66.0,148.0,82.0,105.6,33.12,66.0,2.02,3.44,1.42,2.878,0.5624,3.44,2.0,0.0,3.6,0.8800000000000001,10.0,4.0,4.8,5.6,6.720000000000001,29.0,23.0,15.2,10.64,0.0,0.0,2.4,0.8800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.4,0.8800000000000001,9.105,32.95,23.845,20.753500000000003,9.3188,0.4986,0.79776,0.0,0.0,213.0,65.0,64.0
