composition,band_gap,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Eu1O1,1.12,8.0,63.0,55.0,35.5,27.5,8.0,25.0,87.0,62.0,56.0,31.0,25.0,15.9994,151.964,135.9646,83.9817,67.98230000000001,15.9994,54.8,1095.0,1040.2,574.9,520.1,54.8,3.0,16.0,13.0,9.5,6.5,3.0,2.0,6.0,4.0,4.0,2.0,2.0,66.0,198.0,132.0,132.0,66.0,66.0,1.185,3.44,2.255,2.3125,1.1275,1.185,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.5,3.5,0.0,6.0,9.0,3.0,7.5,1.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.5,3.5,0.0,2.0,7.0,5.0,4.5,2.5,2.0,9.105,36.46,27.355,22.7825,13.6775,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,120.5,108.5,12.0
Ag2V2I4O16,2.24,8.0,53.0,45.0,20.0,16.0,8.0,46.0,96.0,50.0,83.25,9.25,87.0,15.9994,126.90447,110.90507,45.05115333333333,38.73567111111111,15.9994,54.8,2183.0,2128.2,385.8358333333333,441.3811111111111,54.8,5.0,17.0,12.0,14.833333333333334,2.277777777777777,16.0,2.0,5.0,3.0,2.9166666666666665,1.222222222222222,2.0,66.0,153.0,87.0,92.0,34.666666666666664,66.0,1.63,3.44,1.81,3.033333333333333,0.5422222222222223,3.44,1.0,2.0,1.0,1.9166666666666667,0.1527777777777777,2.0,0.0,5.0,5.0,3.5,1.1666666666666667,4.0,0.0,10.0,10.0,2.75,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,12.0,8.166666666666666,3.4166666666666665,6.0,0.0,1.0,1.0,0.0833333333333333,0.1527777777777778,0.0,0.0,2.0,2.0,1.5,0.6666666666666666,2.0,0.0,7.0,7.0,0.5833333333333334,1.0694444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.1666666666666665,0.8055555555555554,2.0,9.105,43.015,33.91,15.684166666666668,9.217916666666667,9.105,0.0,1.062,1.062,0.177,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,56.5,59.333333333333336,12.0
Ga1As0.1P0.9,1.22,15.0,33.0,18.0,23.9,8.010000000000002,31.0,74.0,84.0,10.0,78.55000000000001,4.550000000000001,74.0,30.973762,74.9216,43.947838,52.5457729,19.41480981,69.723,302.91,1090.0,787.0899999999999,348.74,74.12599999999999,302.91,13.0,15.0,2.0,14.0,1.0,13.0,3.0,4.0,1.0,3.5500000000000003,0.495,4.0,107.0,122.0,15.0,115.1,7.290000000000001,122.0,1.81,2.19,0.3799999999999999,1.9995,0.1894999999999999,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,10.0,10.0,5.5,4.95,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,10.0,9.5,4.05,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,5.0,18.8575,22.5702380952,3.712738095199999,20.694107142840004,1.8366071428399997,18.8575,0.0,1.625,1.625,0.7312500000000001,0.8043750000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,166.0,164.0,41.2,35.28,64.0
Cu1Ga3Se5,1.75,29.0,34.0,5.0,32.44444444444444,1.7283950617283952,34.0,64.0,89.0,25.0,81.22222222222223,8.641975308641975,89.0,63.546,78.96,15.413999999999994,74.16833333333332,5.324074074074073,78.96,302.91,1357.77,1054.86,526.2777777777778,184.77604938271608,494.0,11.0,16.0,5.0,14.444444444444445,1.728395061728395,16.0,4.0,4.0,0.0,4.0,0.0,4.0,120.0,132.0,12.0,122.0,2.2222222222222223,120.0,1.81,2.55,0.7399999999999998,2.231111111111111,0.3543209876543209,2.55,1.0,2.0,1.0,1.8888888888888888,0.1975308641975309,2.0,0.0,4.0,4.0,2.555555555555556,1.6049382716049383,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.444444444444445,1.728395061728395,16.0,0.0,1.0,1.0,0.1111111111111111,0.1975308641975308,0.0,0.0,5.0,5.0,2.7777777777777777,1.4814814814814814,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.888888888888889,1.4074074074074074,2.0,11.07,25.92,14.85,21.91583333333334,4.4490740740740735,25.92,0.0,0.799,0.799,0.4438888888888889,0.3945679012345679,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,54.11111111111112,44.5679012345679,14.0
Tl1In1S2,2.25,16.0,81.0,65.0,40.5,24.5,16.0,75.0,88.0,13.0,81.75,6.25,88.0,32.065,204.3833,172.3183,95.832825,63.767825,32.065,388.36,577.0,188.64,445.8675,65.56625,388.36,13.0,16.0,3.0,14.5,1.5,16.0,3.0,6.0,3.0,4.25,1.25,3.0,105.0,145.0,40.0,124.25,19.25,105.0,1.62,2.58,0.96,2.14,0.44,2.58,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.5,1.5,4.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,14.0,14.0,3.5,5.25,0.0,6.0,27.0,21.0,13.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.5,2.0,24.26,26.91,2.6499999999999986,25.6859375,0.7129687499999982,25.786875,0.0,2.202,2.202,1.101,1.101,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,194.0,124.0,118.25,48.25,70.0
Sc1Ta2O5N1,2.67,7.0,73.0,66.0,23.77777777777778,21.876543209876544,8.0,11.0,87.0,76.0,69.33333333333333,22.444444444444443,87.0,14.0067,180.94788,166.94118,55.65059688888889,55.68768138271605,15.9994,54.8,3290.0,3235.2,970.1166666666666,1218.5888888888887,54.8,3.0,16.0,13.0,12.0,5.111111111111111,16.0,2.0,6.0,4.0,3.111111111111111,1.4814814814814814,2.0,66.0,170.0,104.0,101.22222222222224,45.851851851851855,66.0,1.36,3.44,2.08,2.733333333333333,0.8533333333333335,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.555555555555556,1.7037037037037035,4.0,0.0,3.0,3.0,0.7777777777777778,1.0370370370370372,0.0,0.0,14.0,14.0,3.111111111111111,4.839506172839506,0.0,3.0,19.0,16.0,8.444444444444445,4.6913580246913575,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.4444444444444444,0.9629629629629628,2.0,0.0,9.0,9.0,2.555555555555556,3.407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.0,2.4444444444444446,2.0,9.105,22.235,13.13,13.196527777777778,4.546141975308641,9.105,0.0,6.437,6.437,0.7152222222222222,1.271506172839506,0.0,0.0,6.35e-06,6.35e-06,7.055555555555556e-07,1.254320987654321e-06,0.0,12.0,229.0,217.0,100.66666666666669,98.51851851851852,12.0
Ag1In1S2,1.88,16.0,49.0,33.0,32.0,16.0,16.0,65.0,88.0,23.0,79.0,9.0,88.0,32.065,114.818,82.753,71.70405,39.63905,32.065,388.36,1234.93,846.57,610.35,312.29,388.36,11.0,16.0,5.0,14.0,2.0,16.0,3.0,5.0,2.0,4.0,1.0,3.0,105.0,145.0,40.0,124.25,19.25,105.0,1.78,2.58,0.8,2.2175,0.3625,2.58,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,7.0,9.0,3.0,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,2.0,16.33,25.786875,9.456875,23.0409375,3.355468750000001,25.786875,0.0,2.202,2.202,1.101,1.101,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,126.0,56.0,70.0
Cd1As2,1.13,33.0,48.0,15.0,38.0,6.666666666666667,33.0,70.0,84.0,14.0,79.33333333333333,6.222222222222224,84.0,74.9216,112.411,37.4894,87.41806666666666,16.661955555555554,74.9216,594.22,1090.0,495.78,924.74,220.3466666666666,1090.0,12.0,15.0,3.0,14.0,1.3333333333333333,15.0,4.0,5.0,1.0,4.333333333333333,0.4444444444444443,4.0,119.0,144.0,25.0,127.33333333333331,11.111111111111107,119.0,1.69,2.18,0.4900000000000002,2.016666666666667,0.2177777777777777,2.18,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.0,1.3333333333333333,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,3.0,14.0,1.3333333333333333,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.3333333333333333,3.0,19.495,22.175,2.68,21.281666666666663,1.1911111111111117,22.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,194.0,28.0,175.33333333333334,12.444444444444448,166.0
Ag0.25Cd0.5In2.25Te4,0.39,47.0,52.0,5.0,50.57142857142857,1.63265306122449,52.0,65.0,90.0,25.0,82.85714285714286,8.16326530612245,90.0,107.8682,127.6,19.731799999999996,121.70186428571428,6.740726530612244,127.6,429.75,1234.93,805.1800000000001,637.6314285714286,139.839693877551,722.66,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,16.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,145.0,7.0,139.96428571428572,2.244897959183674,138.0,1.69,2.1,0.4100000000000001,1.9617857142857145,0.1579591836734694,2.1,1.0,2.0,1.0,1.9642857142857144,0.0688775510204082,2.0,0.0,4.0,4.0,2.607142857142857,1.5918367346938775,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,16.0,0.0,1.0,1.0,0.0357142857142857,0.0688775510204081,0.0,0.0,5.0,5.0,2.75,1.4464285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.7857142857142856,1.423469387755102,2.0,16.33,34.7633333333,18.4333333333,29.63833333331429,5.8571428571265285,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,139.0,225.0,86.0,153.42857142857142,10.908163265306111,152.0
In6S7,0.95,16.0,49.0,33.0,31.23076923076923,16.402366863905325,16.0,75.0,88.0,13.0,82.0,6.461538461538462,88.0,32.065,114.818,82.753,70.25869230769231,41.13166863905325,32.065,388.36,429.75,41.38999999999999,407.463076923077,20.572544378698225,388.36,13.0,16.0,3.0,14.615384615384617,1.4911242603550297,16.0,3.0,5.0,2.0,3.923076923076923,0.9940828402366864,3.0,105.0,142.0,37.0,122.07692307692308,18.3905325443787,105.0,1.78,2.58,0.8,2.210769230769231,0.3976331360946746,2.58,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.6153846153846154,1.4911242603550297,4.0,0.0,10.0,10.0,4.615384615384615,4.970414201183432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,7.0,9.23076923076923,3.479289940828402,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.3846153846153846,1.4911242603550297,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.3846153846153846,1.4911242603550297,2.0,24.26,25.786875,1.5268749999999969,25.082163461538464,0.7589201183431935,25.786875,0.0,2.202,2.202,1.1856923076923076,1.0944852071005915,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,139.0,69.0,101.84615384615384,34.29585798816568,70.0
Ba1Ga2Sn1Se6,1.6,31.0,56.0,25.0,37.2,6.320000000000002,34.0,9.0,89.0,80.0,77.1,14.860000000000005,89.0,69.723,137.327,67.604,86.92429999999999,16.437679999999993,78.96,302.91,1000.0,697.0899999999999,507.49,98.50199999999997,494.0,2.0,16.0,14.0,13.8,2.68,16.0,4.0,6.0,2.0,4.3,0.4799999999999998,4.0,120.0,215.0,95.0,131.8,18.080000000000005,120.0,0.89,2.55,1.6599999999999997,2.177,0.4475999999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,9.0,1.8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,13.8,2.68,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.6,1.2400000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.6,1.2400000000000002,2.0,18.8575,63.59,44.7325,29.011000000000003,7.7706,25.92,0.0,0.799,0.799,0.4794,0.38352,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,58.2,53.040000000000006,14.0
Ge1Se2,2.3,32.0,34.0,2.0,33.333333333333336,0.8888888888888881,34.0,79.0,89.0,10.0,85.66666666666667,4.444444444444443,89.0,72.64,78.96,6.319999999999993,76.85333333333334,2.8088888888888826,78.96,494.0,1211.4,717.4000000000001,733.1333333333333,318.8444444444445,494.0,14.0,16.0,2.0,15.333333333333334,0.8888888888888887,16.0,4.0,4.0,0.0,4.0,0.0,4.0,120.0,120.0,0.0,120.0,0.0,120.0,2.01,2.55,0.54,2.37,0.24,2.55,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.333333333333333,0.8888888888888888,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,2.0,15.333333333333334,0.8888888888888887,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,23.005,25.92,2.9150000000000027,24.94833333333333,1.295555555555557,25.92,0.383,0.799,0.416,0.6603333333333333,0.1848888888888889,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,84.33333333333333,93.7777777777778,14.0
Zn1Te1,2.1,30.0,52.0,22.0,41.0,11.0,30.0,69.0,90.0,21.0,79.5,10.5,69.0,65.38,127.6,62.22,96.49,31.11,65.38,692.68,722.66,29.980000000000015,707.67,14.990000000000007,692.68,12.0,16.0,4.0,14.0,2.0,12.0,4.0,5.0,1.0,4.5,0.5,4.0,122.0,138.0,16.0,130.0,8.0,122.0,1.65,2.1,0.4500000000000002,1.875,0.2250000000000001,1.65,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,4.0,14.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,13.96,34.7633333333,20.8033333333,24.36166666665,10.401666666649998,13.96,0.0,0.464,0.464,0.232,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,194.0,42.0,173.0,21.0,152.0
In2Se3,1.38,34.0,49.0,15.0,40.0,7.2,34.0,75.0,89.0,14.0,83.4,6.719999999999999,89.0,78.96,114.818,35.858000000000004,93.3032,17.211840000000002,78.96,429.75,494.0,64.25,468.3,30.84,494.0,13.0,16.0,3.0,14.8,1.44,16.0,4.0,5.0,1.0,4.4,0.4800000000000001,4.0,120.0,142.0,22.0,128.8,10.560000000000002,120.0,1.78,2.55,0.7699999999999998,2.242,0.3695999999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.8,1.44,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,3.0,14.8,1.44,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,24.26,25.92,1.66,25.256,0.7968000000000004,25.92,0.0,0.799,0.799,0.4794,0.38352,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,139.0,125.0,64.0,60.0,14.0
Ag2Sn1Se3,0.84,34.0,50.0,16.0,41.0,7.0,34.0,65.0,89.0,24.0,79.5,9.666666666666666,89.0,78.96,118.71,39.75,95.22106666666666,16.261066666666668,78.96,494.0,1234.93,740.9300000000001,742.8233333333334,328.0711111111111,494.0,11.0,16.0,5.0,14.0,2.0,16.0,4.0,5.0,1.0,4.5,0.5,4.0,120.0,145.0,25.0,131.5,11.5,120.0,1.93,2.55,0.6199999999999999,2.245,0.3049999999999999,2.55,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.333333333333333,1.6666666666666667,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,16.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,4.0,4.0,1.6666666666666667,1.111111111111111,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,0.6666666666666666,2.0,16.33,33.285,16.955,23.95083333333333,5.080555555555557,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,105.5,91.5,14.0
Ag1Ga1Se2,1.3,31.0,47.0,16.0,36.5,5.25,34.0,65.0,89.0,24.0,79.25,9.75,89.0,69.723,107.8682,38.1452,83.87780000000001,11.995200000000008,78.96,302.91,1234.93,932.02,631.46,301.735,494.0,11.0,16.0,5.0,14.0,2.0,16.0,4.0,5.0,1.0,4.25,0.375,4.0,120.0,145.0,25.0,126.75,9.125,120.0,1.81,2.55,0.7399999999999998,2.21,0.3399999999999999,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,2.0,16.33,25.92,9.590000000000003,21.756875,4.163125000000001,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,79.25,72.875,14.0
Cd1Sn1As2,0.31,33.0,50.0,17.0,41.0,8.0,33.0,70.0,84.0,14.0,79.5,4.75,84.0,74.9216,118.71,43.7884,95.24105,20.31945,74.9216,505.08,1090.0,584.9200000000001,819.825,270.175,1090.0,12.0,15.0,3.0,14.0,1.0,15.0,4.0,5.0,1.0,4.5,0.5,4.0,119.0,144.0,25.0,130.25,11.25,119.0,1.69,2.18,0.4900000000000002,2.0025,0.1775000000000001,2.18,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,3.0,14.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.5,1.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.5,1.25,3.0,19.495,33.285,13.789999999999996,24.2825,4.501249999999998,22.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,194.0,53.0,166.75,13.625,166.0
In1Sb0.5As0.5,0.1,33.0,51.0,18.0,45.5,6.25,49.0,75.0,85.0,10.0,79.75,4.75,75.0,74.9216,121.76,46.83840000000001,106.5794,15.828899999999996,114.818,429.75,1090.0,660.25,713.3199999999999,283.57,429.75,13.0,15.0,2.0,14.0,1.0,13.0,4.0,5.0,1.0,4.75,0.375,5.0,119.0,142.0,23.0,135.5,8.25,142.0,1.78,2.18,0.4000000000000001,1.9475,0.1674999999999999,1.78,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,2.0,14.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,5.0,22.175,31.56,9.384999999999998,25.56375,2.998124999999998,24.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,166.0,27.0,152.5,13.5,139.0
B4C1,1.64,5.0,6.0,1.0,5.2,0.3200000000000001,5.0,72.0,77.0,5.0,73.0,1.6,72.0,10.811,12.0107,1.1997,11.05094,0.3839040000000004,10.811,2348.0,3823.0,1475.0,2643.0,472.0,2348.0,13.0,14.0,1.0,13.2,0.3199999999999995,13.0,2.0,2.0,0.0,2.0,0.0,2.0,76.0,84.0,8.0,82.4,2.5599999999999965,84.0,2.04,2.55,0.5099999999999998,2.1420000000000003,0.1632000000000001,2.04,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.2,0.3199999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.2,0.3200000000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.8,0.3200000000000001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.8,0.3200000000000001,5.0,5.64,7.1725,1.5325000000000006,6.866,0.4904000000000005,7.1725,1.524,4.496,2.9720000000000004,2.1184000000000003,0.9510400000000002,1.524,0.0,0.0,0.0,0.0,0.0,0.0,166.0,194.0,28.0,171.6,8.959999999999997,166.0
